web_scraper_order,web_scraper_start_url,pagination,data,price,phone,data2,data3,title,data4,data5,description,data6,data7,data8,title2,data9,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11
"1786717445-154","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2000 Toyota Prado","CFA 4 000 000","4 000 000","140 000 km","Publié il y a environ 7 ans","Kilométrage140 000 km","6","Vendu","A vendre excellent Toyota Prado/ Diesel Manuel/ Annee: 2000. Prix :4 millions Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/29067/medium_with_watermark_20190728_224606.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-155","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2005 Citroen C5","CFA 2 100 000","2 100 000","334 000 km","Publié il y a plus de 6 ans","Kilométrage334 000 km","11","Vendu","Wanter en urgence!! Citroen C4 en excellent etat/ Diesel manuel/ Annee: 2005 / 334.000km. Prix wanter: 2.100.000f Contact Appel ou Whatsapp: 782718278 ou 764823888.","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/42516/medium_with_watermark_citroen-c5-dakar-dakar-4380.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-156","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2007 Peugeot 307","CFA 2 000 000","2 000 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","3","Vendu","307 diesel manuel/ 2007/ prix: 2millions Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/12654/medium_with_watermark_IMG-20190112-WA0117.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-157","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2010 Ford Escape","CFA 6 000 000","6 000 000","180 000 km","Publié il y a plus de 7 ans","Kilométrage180 000 km","5","Vendu","Ford escape 2010 Full Options / Essence automatique/ 180000kms. Prix: 6 millions Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/11935/medium_with_watermark_IMG-20181120-WA0046.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-158","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2008 Renault Megane","CFA 1 600 000","1 600 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","5","Vendu","Megane Z / Diesel Manuel/ annee 2008 / Prix: 1.600.000f Last Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/15223/medium_with_watermark_IMG-20190212-WA0018.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-159","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2000 Renault 19","CFA 2 000 000","2 000 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","5","Vendu","A bazarder Renault 19/ Diesel Manuel en bon etat. Prix: 2 millions Contact Appel ou whatsapp: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/26857/medium_with_watermark_IMG-20190701-WA0014.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-160","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2008 Skoda Octavia","CFA 1 900 000","1 900 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","7","Vendu","Skoda octavia/ Diesel Manuel/ 2008. Prix: 1.900.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/21579/medium_with_watermark_IMG-20190427-WA0245.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-161","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2004 Peugeot 307","CFA 2 700 000","2 700 000","140 000 km","Publié il y a presque 7 ans","Kilométrage140 000 km","6","Vendu","Vente magnifique 307 break tres propre/ Diesel Manuel. Prix: 2700.000f Contact Appel ou Whatsapp: 764823888 ou 782718278","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/34929/medium_with_watermark_peugeot-307-dakar-dakar-3584.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-162","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2013 Hyundai Elantra","CFA 6 500 000","6 500 000","66 000 km","Publié il y a plus de 7 ans","Kilométrage66 000 km","6","Vendu","Marque : Hyundai Modèl : Elantra Transimission : Automatique Essence Couleur : Noir Année : 2013 KM : Moin de 100MIL Commande au volant, démarrage a distance jante alu Déjà dédouané à Dakar‼ Prix: 6.500.000f Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/15830/medium_with_watermark_IMG-20190225-WA0067.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-163","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2007 Peugeot 807","CFA 2 800 000","2 800 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","6","Vendu","807 manuel dièsel 7 place lep diam Prix: 2.800.000f last Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/21149/medium_with_watermark_IMG-20190420-WA0084.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-164","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2002 Peugeot 405","CFA 2 200 000","2 200 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","4","Vendu","A Bazarder 405 Diesel Manuel. Prix last: 2.200.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/26058/medium_with_watermark_IMG-20190624-WA0013.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717445-165","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=5","2007 Peugeot 308","CFA 2 800 000","2 800 000","230 000 km","Publié il y a plus de 6 ans","Kilométrage230 000 km","4","Vendu","Wanter!! Peugeot 308 climatisé/ Annee: 2007/ diesel manuel/ 230.000km. Prix last: 2.800.000f Contact Appel ou Whatsapp: 782718278 ou 764823888.","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/40376/medium_with_watermark_peugeot-308-dakar-dakar-4198.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717452-166","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2004 Renault Clio","CFA 1 900 000","1 900 000","120 000 km","Publié il y a presque 8 ans","Kilométrage120 000 km","4","Vendu","Renault Clio/ Manuel Essence Année 2004 prix 1900000. Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/10822/medium_with_watermark_IMG-20180921-WA0202.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717452-167","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2011 Honda Elysion","CFA 3 500 000","3 500 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","6","Vendu","Wanter 4X4 Honda a bas prix/ Essence automatique climatisé/ Annee 2011. Prix last: 3.500.000 Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/21357/medium_with_watermark_IMG-20190424-WA0014.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717452-168","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2007 Honda Civic","CFA 2 300 000","2 300 000","180 000 km","Publié il y a plus de 7 ans","Kilométrage180 000 km","6","Vendu","Honda civic / automatique essence/ annee 2007. Prix: 2 millions. Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/12387/medium_with_watermark_IMG-20181218-WA0002.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717452-169","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2009 Toyota Aygo","CFA 2 700 000","2 700 000","150 000 km","Publié il y a plus de 7 ans","Kilométrage150 000 km","4","Vendu","A Bazarder Toyota aygo manuel essence année 2009. Prix: 2.700.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/20331/medium_with_watermark_IMG-20190412-WA0096.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717452-170","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2007 Peugeot 307","CFA 2 000 000","2 000 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","5","Vendu","A Bazarder peugeot 307 a Bas Prix tout intact/ Diesel Manuel/ Annee: 2007. Prix last: 2 millions last Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/20127/medium_with_watermark_IMG-20190410-WA0106.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717452-171","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2000 Peugeot 309","CFA 2 800 000","2 800 000","130 000 km","Publié il y a plus de 6 ans","Kilométrage130 000 km","3","Vendu","Wanter Taxi Peugeot 309 en excellent etat/ Diesel Manuel. Prix: 2.800.000f Contact Appel ou Whatsapp: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/40094/medium_with_watermark_peugeot-309-dakar-dakar-4162.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717452-172","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2012 Peugeot 207","CFA 3 800 000","3 800 000","142 000 km","Publié il y a plus de 7 ans","Kilométrage142 000 km","9","Vendu","Peugeot 207 année 2012 transmission automatique energy essence sallon cuir beige déjà dédouaner venant 142milles km. Prix: 3.800.000f Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/21975/medium_with_watermark_IMG-20190430-WA0029.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717452-173","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2008 Mitsubishi L200","CFA 7 200 000","7 200 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","4","Vendu","📡🔊 MITSUBISHI DID SPORTERO double Cabine 2008 DIESEL MANUEL : Prix 7.200.000f ⏳⏳⏳ Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/22036/medium_with_watermark_IMG-20190430-WA0198.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717452-174","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2008 Peugeot 308","CFA 2 500 000","2 500 000","140 000 km","Publié il y a presque 8 ans","Kilométrage140 000 km","8","Vendu","Peugeot 308 2008 140000km Manuel essence Climatisé carrosserie à prevoir Wanterr 2.500.000 Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/10772/medium_with_watermark_IMG-20180917-WA0032.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
